model,epoch,tp,fp,tn,fn,precision,recall,auc
GRUNet,20,229706,9013,491877,1879,0.9918863484249844,0.9622443123505041,0.979219394487293
GRUNet,40,229939,8780,492306,1450,0.9937334964064843,0.9632203553131506,0.9801418410692732
GRUNet,60,231465,7254,492042,1714,0.9926494238331925,0.9696128083646463,0.9830707290715396
GRUNet,80,232392,6327,491510,2246,0.9904278079424476,0.9734960350872783,0.9844736148022041
GRUNet,100,233253,5466,490958,2798,0.9881466293301024,0.9771027861209204,0.985718009769928
